country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ecuador,28.28,28.814,29.355,29.9,30.451,31.009,31.572,32.14,32.714,33.293,33.878,34.466,35.06,35.606,36.122,36.64,37.162,37.686,38.215,38.744,39.278,39.813,40.352,40.892,41.457,42.363,43.276,44.191,45.111,46.034,46.961,47.888,48.818,49.658,50.438,51.215,51.993,52.769,53.546,54.318,55.09,55.709,56.226,56.74,57.254,57.766,58.277,58.785,59.291,59.796,60.299,60.799,61.118,61.316,61.514,61.711,61.907,62.104,62.3,62.495,62.69,62.851,62.988,63.125,63.261,63.398,63.534,63.67,63.821,63.986,64.166,64.361,64.57,64.792,65.029,65.28,65.544,65.822,66.113,66.416,66.732,67.06,67.401,67.753,68.116,68.49,68.874,69.268,69.672,70.084,70.505,70.933,71.367,71.807,72.243,72.675,73.103,73.527,73.946,74.362,74.772
falkland islands,51.053,50.997,50.941,50.885,50.83,50.774,50.718,50.663,50.607,50.551,50.495,50.44,50.527,50.967,51.408,51.847,52.287,52.726,53.165,53.603,54.041,54.478,54.915,55.375,55.853,56.33,56.807,57.28,57.754,58.225,58.696,59.545,60.68,61.803,62.916,64.012,65.094,67.083,69.552,71.907,74.15,75.614,73.385,71.037,68.567,65.987,63.983,64.904,65.816,66.716,67.606,68.422,69.033,69.638,70.238,70.828,71.413,71.987,72.555,73.114,73.666,74.211,74.749,75.27,75.777,76.268,76.744,77.206,77.654,78.088,78.508,78.914,79.308,79.689,80.058,80.414,80.758,81.091,81.413,81.723,82.023,82.312,82.591,82.86,83.119,83.369,83.609,83.84,84.062,84.282,84.499,84.713,84.926,85.135,85.343,85.548,85.75,85.951,86.148,86.344,86.537
french guiana,53.656,54.648,55.638,56.621,57.6,58.573,59.541,60.499,61.45,62.392,63.327,64.249,64.744,65.079,65.413,65.745,66.075,66.404,66.745,67.09,67.433,67.775,68.114,68.451,68.787,69.121,69.453,69.782,70.11,70.435,70.759,71.08,71.429,71.84,72.248,72.651,73.051,73.447,73.84,74.229,74.641,75.115,75.584,76.046,76.502,76.952,77.396,77.833,78.265,78.691,79.111,79.524,79.931,80.332,80.728,81.116,81.499,81.871,82.232,82.583,82.924,83.255,83.575,83.887,84.189,84.482,84.766,85.042,85.31,85.569,85.82,86.063,86.299,86.528,86.749,86.964,87.171,87.372,87.567,87.755,87.937,88.113,88.283,88.451,88.617,88.781,88.942,89.102,89.26,89.415,89.569,89.721,89.87,90.018,90.164,90.308,90.45,90.59,90.729,90.865,91
guyana,28.023,28.122,28.222,28.321,28.421,28.521,28.621,28.721,28.822,28.922,29.009,29.049,29.089,29.129,29.169,29.209,29.249,29.289,29.329,29.369,29.425,29.533,29.641,29.75,29.858,29.967,30.076,30.186,30.295,30.405,30.488,30.396,30.305,30.215,30.124,30.033,29.943,29.853,29.763,29.673,29.583,29.493,29.404,29.315,29.226,29.137,29.048,28.959,28.871,28.782,28.694,28.606,28.518,28.307,28.064,27.822,27.582,27.343,27.105,26.869,26.634,26.4,26.4,26.4,26.414,26.441,26.482,26.538,26.606,26.689,26.786,26.897,27.022,27.162,27.316,27.484,27.668,27.866,28.079,28.308,28.552,28.811,29.087,29.378,29.686,30.01,30.351,30.709,31.084,31.475,31.87,32.267,32.667,33.069,33.474,33.881,34.291,34.703,35.117,35.534,35.952
paraguay,34.568,34.667,34.767,34.867,34.967,35.067,35.167,35.267,35.368,35.468,35.569,35.67,35.771,35.916,36.079,36.243,36.407,36.571,36.735,36.9,37.065,37.23,37.396,37.916,38.447,38.981,39.518,40.056,40.598,41.141,41.688,42.235,42.785,43.512,44.247,44.983,45.722,46.463,47.207,47.949,48.694,49.439,50.186,50.844,51.488,52.131,52.774,53.414,54.054,54.693,55.331,55.966,56.6,56.977,57.305,57.633,57.96,58.286,58.612,58.937,59.261,59.584,59.907,60.197,60.474,60.75,61.026,61.3,61.585,61.879,62.183,62.496,62.818,63.149,63.489,63.838,64.195,64.56,64.933,65.314,65.702,66.097,66.498,66.906,67.321,67.741,68.166,68.596,69.03,69.469,69.91,70.355,70.801,71.247,71.69,72.129,72.565,72.995,73.422,73.844,74.262
peru,41,41.573,42.149,42.725,43.304,43.884,44.467,45.051,45.636,46.222,46.811,47.398,48.514,49.632,50.752,51.868,52.983,54.096,55.207,56.309,57.406,58.496,59.547,60.188,60.827,61.461,62.093,62.719,63.341,63.96,64.574,65.182,65.61,66.031,66.449,66.864,67.277,67.687,68.095,68.499,68.901,69.3,69.697,70.089,70.521,70.951,71.377,71.798,72.216,72.631,73.042,73.448,73.85,74.249,74.644,75.034,75.421,75.803,76.052,76.241,76.43,76.617,76.804,76.989,77.173,77.357,77.539,77.72,77.907,78.099,78.297,78.5,78.708,78.922,79.139,79.362,79.589,79.82,80.055,80.294,80.537,80.783,81.032,81.284,81.539,81.797,82.057,82.319,82.583,82.848,83.114,83.382,83.65,83.918,84.182,84.443,84.701,84.955,85.206,85.453,85.697
suriname,46.888,46.925,46.962,46.999,47.037,47.074,47.111,47.148,47.186,47.223,47.26,47.297,47.335,47.372,47.341,47.109,46.877,46.644,46.412,46.18,45.948,45.716,46.76,49.087,51.421,53.749,56.064,58.346,60.597,62.803,64.96,65.035,65.11,65.184,65.259,65.334,65.408,65.483,65.557,65.632,65.706,65.78,65.854,65.928,66.002,66.076,66.15,66.223,66.297,66.371,66.444,66.517,66.591,66.664,66.737,66.682,66.615,66.547,66.479,66.412,66.344,66.276,66.208,66.14,66.089,66.056,66.04,66.041,66.06,66.095,66.149,66.219,66.307,66.411,66.533,66.672,66.827,67,67.188,67.394,67.615,67.852,68.105,68.374,68.658,68.957,69.27,69.598,69.939,70.294,70.647,70.997,71.345,71.69,72.033,72.373,72.71,73.045,73.377,73.707,74.034
venezuela,47.313,48.762,50.215,51.665,53.113,54.556,55.993,57.417,58.83,60.229,61.613,62.875,63.933,64.977,66.009,67.022,68.022,69.005,69.973,70.92,71.852,72.764,73.575,74.325,75.063,75.786,76.496,77.189,77.868,78.533,79.185,79.82,80.382,80.907,81.422,81.925,82.418,82.9,83.372,83.833,84.284,84.664,85.012,85.352,85.686,86.014,86.336,86.65,86.959,87.262,87.559,87.85,87.876,87.902,87.928,87.954,87.98,88.006,88.031,88.057,88.083,88.108,88.123,88.133,88.144,88.154,88.165,88.183,88.208,88.24,88.279,88.325,88.378,88.438,88.505,88.578,88.658,88.744,88.837,88.936,89.04,89.15,89.266,89.388,89.514,89.645,89.781,89.922,90.067,90.215,90.368,90.524,90.682,90.839,90.993,91.145,91.295,91.442,91.587,91.73,91.87
usa,64.153,64.765,65.373,65.975,66.572,67.163,67.751,68.331,68.906,69.475,69.996,70.377,70.757,71.134,71.508,71.879,72.247,72.612,72.974,73.333,73.602,73.613,73.623,73.633,73.643,73.653,73.663,73.673,73.682,73.692,73.738,73.89,74.042,74.194,74.344,74.494,74.644,74.793,74.942,75.089,75.3,75.701,76.097,76.488,76.875,77.257,77.636,78.008,78.377,78.742,79.057,79.234,79.409,79.583,79.757,79.928,80.099,80.269,80.438,80.606,80.772,80.944,81.119,81.299,81.483,81.671,81.862,82.058,82.256,82.459,82.664,82.873,83.084,83.298,83.515,83.734,83.955,84.178,84.403,84.63,84.858,85.087,85.317,85.548,85.779,86.011,86.242,86.47,86.695,86.917,87.136,87.352,87.564,87.774,87.98,88.184,88.384,88.582,88.776,88.968,89.156
fiji,24.352,24.855,25.365,25.88,26.403,26.933,27.47,28.012,28.562,29.118,29.681,30.248,30.823,31.403,31.991,32.582,33.18,33.604,33.987,34.371,34.758,35.147,35.538,35.93,36.324,36.721,37.119,37.319,37.469,37.619,37.769,37.919,38.07,38.221,38.372,38.523,38.675,39.327,40.085,40.845,41.611,42.381,43.156,43.933,44.713,45.496,46.282,46.732,47.123,47.515,47.908,48.3,48.692,49.085,49.479,49.871,50.264,50.657,51.146,51.658,52.171,52.683,53.196,53.706,54.216,54.726,55.235,55.742,56.248,56.75,57.247,57.74,58.229,58.713,59.192,59.666,60.136,60.601,61.06,61.515,61.965,62.409,62.849,63.283,63.712,64.135,64.554,64.966,65.374,65.776,66.172,66.563,66.948,67.327,67.701,68.072,68.441,68.808,69.172,69.534,69.894
new caledonia,24.589,25.725,26.897,28.099,29.335,30.602,31.901,33.225,34.578,35.956,37.36,38.781,40.224,41.684,43.161,44.646,46.142,47.646,49.156,50.442,51.232,52.022,52.811,53.597,54.382,55.165,55.873,56.262,56.651,57.039,57.426,57.812,58.197,58.532,58.683,58.834,58.985,59.135,59.286,59.434,59.577,59.719,59.862,60.004,60.146,60.288,60.475,60.838,61.199,61.559,61.919,62.276,62.632,62.987,63.341,63.965,64.638,65.306,65.969,66.624,67.102,67.565,68.024,68.479,68.931,69.379,69.821,70.256,70.683,71.104,71.518,71.925,72.325,72.719,73.106,73.486,73.86,74.227,74.587,74.941,75.289,75.631,75.966,76.294,76.617,76.934,77.244,77.548,77.847,78.139,78.426,78.706,78.984,79.259,79.532,79.802,80.069,80.334,80.596,80.855,81.111
papua new guinea,1.7,1.84,1.991,2.154,2.331,2.521,2.727,2.949,3.188,3.446,3.725,4.024,4.347,4.694,5.069,5.47,5.902,6.712,7.625,8.649,9.796,11.078,11.3,11.507,11.717,11.93,12.147,12.366,12.59,12.817,13.047,13.242,13.428,13.616,13.806,13.998,14.193,14.39,14.589,14.791,14.994,14.816,14.629,14.445,14.262,14.081,13.901,13.724,13.549,13.375,13.204,13.182,13.164,13.146,13.127,13.109,13.091,13.073,13.055,13.037,13.019,13,12.982,12.978,12.988,13.012,13.05,13.102,13.169,13.25,13.345,13.456,13.582,13.723,13.88,14.054,14.245,14.452,14.678,14.922,15.185,15.467,15.77,16.093,16.439,16.806,17.197,17.61,18.048,18.495,18.95,19.414,19.886,20.367,20.856,21.355,21.861,22.377,22.901,23.433,23.974
solomon islands,3.8,3.962,4.131,4.306,4.489,4.679,4.877,5.082,5.296,5.518,5.768,6.038,6.321,6.616,6.924,7.245,7.579,7.928,8.292,8.67,8.917,8.958,8.999,9.041,9.083,9.125,9.271,9.583,9.904,10.235,10.576,10.927,11.288,11.659,12.041,12.433,12.837,13.111,13.298,13.486,13.677,13.87,14.065,14.262,14.462,14.664,14.869,15.076,15.285,15.496,15.813,16.201,16.597,17.001,17.413,17.832,18.259,18.694,19.138,19.589,20.048,20.508,20.97,21.433,21.896,22.36,22.823,23.286,23.749,24.21,24.67,25.128,25.584,26.037,26.488,26.935,27.38,27.82,28.257,28.689,29.116,29.538,29.956,30.367,30.772,31.171,31.564,31.959,32.356,32.757,33.16,33.565,33.973,34.383,34.795,35.21,35.627,36.046,36.467,36.891,37.316
vanuatu,8.752,8.906,9.063,9.221,9.382,9.546,9.713,9.881,10.053,10.227,10.404,10.583,10.765,10.95,11.138,11.329,11.522,11.718,11.918,12.12,12.325,12.533,12.744,12.958,13.175,13.395,13.619,13.845,14.074,14.368,14.74,15.12,15.508,15.905,16.31,16.722,17.143,17.573,18.011,18.435,18.715,18.998,19.285,19.574,19.868,20.164,20.464,20.766,21.073,21.382,21.673,21.953,22.235,22.521,22.809,23.099,23.392,23.687,23.985,24.286,24.462,24.561,24.661,24.761,24.861,24.961,25.062,25.163,25.274,25.394,25.525,25.665,25.816,25.976,26.147,26.329,26.521,26.724,26.937,27.162,27.397,27.644,27.902,28.172,28.453,28.746,29.051,29.368,29.698,30.039,30.394,30.76,31.14,31.532,31.927,32.324,32.724,33.127,33.532,33.94,34.35
guam,41.3,42.164,43.035,43.907,44.784,45.665,46.549,47.433,48.32,49.208,50.147,51.23,52.314,53.396,54.475,55.548,56.617,57.68,58.738,59.784,61.92,67.153,71.999,76.371,80.252,83.632,86.534,88.983,91.036,92.737,93.753,93.491,93.219,92.937,92.643,92.339,92.023,91.695,91.354,91.002,90.796,91.061,91.32,91.571,91.816,92.055,92.287,92.513,92.733,92.946,93.129,93.233,93.334,93.435,93.534,93.631,93.727,93.822,93.916,94.008,94.099,94.188,94.277,94.364,94.449,94.534,94.617,94.699,94.78,94.859,94.938,95.015,95.091,95.166,95.24,95.313,95.384,95.455,95.524,95.593,95.66,95.727,95.792,95.857,95.92,95.983,96.044,96.105,96.164,96.223,96.281,96.338,96.395,96.45,96.505,96.559,96.612,96.664,96.715,96.766,96.816
kiribati,11,11.452,11.921,12.406,12.907,13.426,13.963,14.517,15.089,15.68,16.29,16.918,17.566,18.233,18.92,19.625,20.351,21.097,21.863,22.871,24.088,25.348,26.654,27.997,28.96,29.606,30.262,30.925,31.596,32.036,32.284,32.532,32.782,33.032,33.284,33.541,33.828,34.116,34.405,34.695,34.987,35.272,35.555,35.839,36.123,36.409,37.386,38.752,40.138,41.54,42.958,43.473,43.492,43.512,43.532,43.551,44.03,44.866,45.706,46.547,47.39,48.235,49.082,49.927,50.773,51.619,52.45,53.262,54.057,54.835,55.594,56.335,57.058,57.762,58.448,59.115,59.763,60.393,61.004,61.596,62.169,62.724,63.261,63.779,64.279,64.761,65.226,65.672,66.101,66.512,66.905,67.281,67.656,68.027,68.397,68.764,69.129,69.492,69.852,70.21,70.565
marshall islands,23.337,24.42,25.538,26.686,27.867,29.081,30.327,31.598,32.9,34.229,35.584,36.959,38.358,39.776,41.214,42.663,44.126,45.6,48.229,50.861,53.492,56.103,58.685,61.212,61.093,60.632,60.168,59.704,59.237,58.769,58.298,58.826,59.614,60.396,61.175,61.945,62.711,63.47,64.224,64.714,65.054,65.392,65.728,66.063,66.396,66.727,67.058,67.385,67.712,68.053,68.58,69.101,69.618,70.13,70.637,71.138,71.635,72.126,72.613,73.093,73.568,74.038,74.498,74.946,75.384,75.811,76.228,76.634,77.031,77.417,77.794,78.162,78.52,78.868,79.208,79.539,79.861,80.175,80.48,80.776,81.065,81.346,81.619,81.884,82.142,82.392,82.635,82.871,83.104,83.335,83.563,83.789,84.012,84.232,84.451,84.666,84.88,85.09,85.299,85.505,85.708
federated states of micronesia,20,20.223,20.448,20.674,20.903,21.133,21.365,21.599,21.835,22.072,22.312,22.553,22.797,23.042,23.289,23.537,23.788,24.04,24.295,24.551,24.808,25.068,25.33,25.593,25.741,25.858,25.975,26.092,26.209,26.327,26.445,26.417,26.35,26.283,26.216,26.149,26.083,26.016,25.95,25.884,25.818,25.752,25.686,25.62,25.554,25.068,24.473,23.889,23.314,22.749,22.33,22.33,22.33,22.33,22.33,22.33,22.324,22.317,22.311,22.305,22.298,22.305,22.324,22.355,22.399,22.456,22.526,22.608,22.703,22.812,22.933,23.068,23.217,23.379,23.555,23.744,23.948,24.167,24.4,24.648,24.911,25.19,25.484,25.794,26.12,26.463,26.822,27.184,27.55,27.918,28.29,28.664,29.041,29.422,29.805,30.191,30.58,30.971,31.366,31.763,32.163
nauru,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
northern mariana islands,42.002,42.763,43.528,44.293,45.063,45.835,46.61,47.385,48.164,49.69,51.219,52.741,54.26,55.771,57.274,58.759,60.231,61.688,64.592,67.384,70.062,72.609,75.021,77.28,79.016,80.554,82.007,83.37,84.651,85.85,86.784,87.117,87.444,87.763,88.076,88.381,88.679,88.971,89.257,89.535,89.731,89.697,89.662,89.627,89.592,89.557,89.655,89.784,89.912,90.038,90.152,90.235,90.316,90.398,90.478,90.558,90.638,90.716,90.795,90.872,90.949,91.028,91.108,91.19,91.273,91.357,91.443,91.53,91.618,91.708,91.798,91.89,91.983,92.076,92.171,92.266,92.363,92.46,92.557,92.655,92.754,92.854,92.953,93.053,93.154,93.255,93.356,93.455,93.553,93.65,93.746,93.84,93.933,94.024,94.114,94.203,94.291,94.377,94.462,94.546,94.629
palau,53.883,54.178,54.474,54.768,55.063,55.357,55.652,55.945,56.238,56.53,56.823,57.114,57.405,57.696,57.987,58.276,58.565,58.853,59.142,59.429,59.715,60.001,60.287,60.571,60.855,61.138,61.421,61.702,61.983,62.263,62.542,63.409,64.422,65.421,66.409,67.38,68.188,68.541,68.892,69.24,69.593,69.966,70.337,70.704,71.069,71.431,71.306,71.066,70.825,70.582,70.338,70.093,69.847,69.6,70.383,71.152,71.91,72.655,73.389,74.109,74.817,75.511,76.194,76.862,77.517,78.159,78.775,79.365,79.93,80.47,80.988,81.483,81.956,82.408,82.839,83.252,83.645,84.02,84.378,84.718,85.043,85.351,85.645,85.923,86.188,86.439,86.677,86.902,87.114,87.315,87.504,87.682,87.857,88.031,88.202,88.371,88.538,88.703,88.866,89.027,89.186
american samoa,61.769,62.223,62.676,63.126,63.574,64.02,64.464,64.904,65.342,65.778,66.211,66.641,67.068,67.493,67.916,68.334,68.75,69.163,69.574,69.98,70.384,70.784,71.182,71.576,71.967,72.354,72.739,73.12,73.497,73.871,74.33,75.043,75.743,76.429,77.103,77.762,78.408,79.04,79.659,80.263,80.948,81.886,82.789,83.654,84.485,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235,87.284,87.344,87.415,87.497,87.588,87.69,87.802,87.923,88.054,88.194,88.343,88.5,88.665,88.828,88.989,89.148,89.305,89.46,89.613,89.764,89.913,90.06,90.205,90.348,90.49,90.629,90.767
cook islands,38.028,38.849,39.677,40.509,41.347,42.191,43.04,43.891,44.747,45.606,46.469,47.331,48.196,49.063,49.931,50.796,51.663,52.13,52.516,52.9,53.285,53.669,53.859,53.909,53.959,54.009,54.059,54.037,53.963,53.889,53.815,53.741,53.953,54.37,54.787,55.202,55.617,56.105,56.644,57.18,57.715,58.248,58.504,58.562,58.62,58.678,58.736,59.83,61.65,63.437,65.191,66.9,68.176,69.142,70.094,71.026,71.941,72.473,72.736,72.996,73.255,73.513,73.748,73.968,74.186,74.404,74.62,74.835,75.052,75.272,75.495,75.72,75.948,76.177,76.409,76.643,76.879,77.117,77.357,77.599,77.842,78.087,78.333,78.581,78.83,79.08,79.331,79.583,79.836,80.089,80.344,80.599,80.854,81.109,81.362,81.612,81.859,82.104,82.347,82.586,82.824
french polynesia,33.3,34.157,35.025,35.901,36.788,37.684,38.59,39.501,40.42,41.347,42.281,43.217,44.16,45.389,46.783,48.178,49.578,50.979,52.38,53.773,55.162,56.203,56.718,57.231,57.742,58.252,58.76,59.171,59.115,59.059,59.003,58.948,58.892,58.836,58.743,58.635,58.527,58.419,58.31,58.094,57.852,57.61,57.367,57.124,56.881,56.637,56.393,56.285,56.205,56.126,56.047,55.967,55.888,56.242,56.831,57.417,58.002,58.585,59.166,59.742,60.317,60.889,61.459,61.583,61.633,61.683,61.734,61.784,61.834,61.897,61.975,62.066,62.17,62.288,62.42,62.564,62.723,62.894,63.078,63.276,63.487,63.71,63.946,64.195,64.456,64.729,65.014,65.311,65.62,65.941,66.272,66.615,66.968,67.331,67.705,68.076,68.445,68.812,69.176,69.538,69.898
niue,21.5,21.501,21.501,21.502,21.502,21.503,21.504,21.504,21.505,21.506,21.506,21.507,21.507,21.508,21.509,21.509,21.51,21.426,21.315,21.205,21.095,20.985,21.324,21.986,22.663,23.355,24.062,24.782,25.517,26.266,27.031,27.807,28.597,29.401,30.22,31.048,31.89,31.856,31.534,31.214,30.895,30.579,30.69,30.943,31.197,31.452,31.709,31.967,32.322,32.695,33.069,33.445,33.874,34.317,34.764,35.212,35.663,36.364,37.131,37.902,38.68,39.465,40.255,41.035,41.807,42.568,43.318,44.057,44.785,45.5,46.202,46.891,47.567,48.229,48.877,49.51,50.129,50.732,51.321,51.894,52.452,52.994,53.52,54.03,54.524,55.002,55.464,55.909,56.338,56.766,57.192,57.618,58.043,58.466,58.888,59.309,59.729,60.147,60.564,60.979,61.392
samoa,12.886,13.702,14.562,15.463,16.411,17.406,18.448,18.746,18.805,18.865,18.926,18.986,19.061,19.141,19.221,19.301,19.382,19.593,19.844,20.097,20.353,20.611,20.752,20.832,20.912,20.992,21.073,21.113,21.133,21.153,21.173,21.193,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.258,21.347,21.436,21.526,21.616,21.705,21.796,21.886,21.977,22.068,21.941,21.698,21.457,21.218,20.981,20.75,20.524,20.3,20.078,19.857,19.624,19.385,19.149,18.914,18.681,18.452,18.243,18.056,17.889,17.742,17.616,17.508,17.42,17.352,17.301,17.27,17.258,17.264,17.288,17.332,17.394,17.475,17.575,17.695,17.834,17.994,18.174,18.374,18.597,18.841,19.107,19.397,19.689,19.986,20.285,20.588,20.894,21.204,21.516
tonga,12.885,13.373,13.877,14.396,14.932,15.483,16.052,16.458,16.817,17.181,17.552,17.929,18.312,18.701,19.098,19.499,19.908,20.097,20.127,20.157,20.187,20.217,20.247,20.277,20.307,20.337,20.367,20.504,20.719,20.935,21.154,21.373,21.594,21.817,22.042,22.268,22.496,22.609,22.641,22.672,22.704,22.736,22.768,22.8,22.832,22.864,22.897,22.927,22.955,22.984,23.012,23.041,23.069,23.098,23.127,23.155,23.184,23.227,23.281,23.335,23.389,23.443,23.435,23.382,23.328,23.275,23.222,23.169,23.131,23.107,23.099,23.104,23.125,23.16,23.21,23.275,23.354,23.449,23.559,23.684,23.824,23.98,24.152,24.339,24.543,24.764,25.001,25.255,25.526,25.815,26.122,26.446,26.79,27.151,27.516,27.884,28.255,28.629,29.006,29.386,29.768
tuvalu,11.193,11.602,12.024,12.459,12.907,13.37,13.847,14.336,14.841,15.36,15.895,16.444,17.008,17.587,18.183,18.793,19.419,20.061,20.719,21.392,22.081,22.786,23.507,24.242,24.994,25.761,26.545,27.341,28.153,28.98,29.822,30.675,31.544,32.425,33.32,34.251,35.496,36.762,38.047,39.346,40.661,41.991,42.751,43.156,43.563,43.97,44.379,44.787,45.197,45.607,46.018,46.429,46.841,47.656,48.678,49.699,50.721,51.743,52.765,53.782,54.796,55.807,56.815,57.814,58.786,59.73,60.645,61.53,62.387,63.215,64.014,64.785,65.527,66.241,66.928,67.587,68.219,68.825,69.405,69.959,70.488,70.992,71.473,71.929,72.362,72.773,73.161,73.527,73.871,74.195,74.515,74.833,75.149,75.461,75.771,76.079,76.383,76.685,76.985,77.281,77.575
